scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0000,prm,event,150.0,100.0,0.0,1,0,completed,True,0,3080.0000000000014,3080.0000000000014,122.66232000001764,25.10958540487053,24813.34037345258,27080.810827408983,24532.51069962512,58.0382126166172,58.81059003403391,
random-s0-0000,visibility,once,0.0,20.0,0.0,1,0,completed,True,0,2780.000000000002,2780.000000000002,53.23942999984865,52.21693770966189,24550.53949539801,24196.92818923829,24532.51069962512,58.45052220213396,58.89973837184751,
random-s0-0000,visibility,cycle,0.0,20.0,0.0,1,0,completed,True,0,2600.000000000002,2600.000000000002,570.1747569996769,4.560005451103257,24550.53949539801,24190.40695525996,24532.51069962512,58.75625728283399,59.89988022309564,
random-s0-0000,visibility,cycle,0.0,100.0,0.0,1,0,completed,True,0,2620.000000000001,2620.000000000001,130.46723700017537,20.081670005753853,24550.53949539801,24192.52731731298,24532.51069962512,58.64318353500361,59.84484216890963,
random-s0-0000,visibility,cycle,50.0,20.0,0.0,1,0,completed,True,0,2640.000000000002,2640.000000000002,817.2568290001436,3.2303186786825098,24570.92786503052,24231.75161610378,24532.51069962512,58.88497683123819,59.78170896695205,
random-s0-0000,visibility,cycle,50.0,100.0,0.0,1,0,completed,True,0,2660.000000000001,2660.000000000001,163.33812900029443,16.28523613121102,24570.92786503052,24235.93399394984,24532.51069962512,59.03612111244345,59.77391874701072,
random-s0-0000,visibility,cycle,150.0,20.0,0.0,1,0,completed,True,0,2800.000000000002,2800.000000000002,404.9431309999818,6.914551169408841,24589.467139850047,24540.80604760414,24532.51069962512,58.6786093086327,59.845908271673935,
random-s0-0000,visibility,cycle,150.0,100.0,0.0,1,0,completed,True,0,2880.0000000000014,2880.0000000000014,92.3899680001341,31.17221558076328,24589.467139850047,24610.102990962994,24532.51069962512,58.32377724801464,59.3404810479732,
random-s0-0000,visibility,event,0.0,20.0,0.0,1,0,completed,True,0,2680.000000000002,2680.000000000002,192.36657000010385,13.931734604399066,24550.53949539801,24192.52280531748,24532.51069962512,58.75919448941931,59.90351329607159,
random-s0-0000,visibility,event,0.0,100.0,0.0,1,0,completed,True,0,2680.000000000001,2680.000000000001,87.17115999979796,30.744113076001423,24550.53949539801,24193.42894091214,24532.51069962512,58.61606570477386,59.75384479979304,
random-s0-0000,visibility,event,50.0,20.0,0.0,1,0,completed,True,0,2880.0000000000023,2880.0000000000023,257.7432419998331,11.173910817812509,24570.92786503052,24230.45314486959,24532.51069962512,58.32223295320859,58.810590034033886,
random-s0-0000,visibility,event,50.0,100.0,0.0,1,0,completed,True,0,2840.0000000000014,2840.0000000000014,96.36379599987777,29.471649290399515,24570.92786503052,24240.92853375888,24532.51069962512,58.74183021768816,59.77391874701072,
random-s0-0000,visibility,event,150.0,20.0,0.0,1,0,completed,True,0,3880.000000000003,3880.000000000003,187.220274000083,20.724251263505163,24589.467139850047,24474.94920404042,24532.51069962512,58.82577236543182,59.97592799866975,
